free_text,address,price,price_meter,rooms,area,more,add_link,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Balkon / ogród / taras,Czynsz,Miejsce parkingowe,Obsługa zdalna,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Dostępne od,Rok budowy,Rodzaj zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje dodatkowe,Materiał budynku,scraping_date,address_new,Longitude,Latitude
"Redykajny,42m2.,po remoncie,370000zł., od zaraz","Mieszkanie na sprzedaż: Redykajny, Olsztyn, warmińsko-mazurskie",369000.0,8786,2 pokoje,42.0,Biuro nieruchomości,/pl/oferta/redykajny-42m2-po-remoncie-370000zl-od-zaraz-ID4nYLH,42 m²,pełna własność,2,do zamieszkania,2/3,Zapytaj,Zapytaj,Zapytaj,tak,miejskie,wtórny,biuro nieruchomości ,brak informacji,1998,blok,brak informacji,nie,internet,brak informacji,brak informacji,brak informacji,brak informacji,2024-01-16,"Redykajny, Olsztyn, warmińsko-mazurskie",20.4412404,53.8036944
"Bartąg,Morenowa,56m2.Miejsce Postojowe,579000zł.","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",509000.0,9089,2 pokoje,56.0,Biuro nieruchomości,/pl/oferta/bartag-morenowa-56m2-miejsce-postojowe-579000zl-ID4oo1X,56 m²,Zapytaj,2,do zamieszkania,5/6,balkon,Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,brak informacji,2018,blok,plastikowe,tak,"telewizja kablowa, internet",monitoring / ochrona,brak informacji,brak informacji,brak informacji,2024-01-16,"Śródmieście, Olsztyn, warmińsko-mazurskie",20.479841247382936,53.777882700000006
"Mieszkanie 72m2, 4 pokoje, Jaroty / Wiecherta","Mieszkanie na sprzedaż: ul. Ernsta Wiecherta, Jaroty, Olsztyn, warmińsko-mazurskie",520000.0,7222,4 pokoje,72.0,72 m²,/pl/oferta/mieszkanie-72m2-4-pokoje-jaroty-wiecherta-ID4oGGI,72 m²,spółdzielcze wł. prawo do lokalu,4,do zamieszkania,2/4,balkon,800 zł,Zapytaj,Zapytaj,miejskie,wtórny,prywatny,brak informacji,1991,blok,plastikowe,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia",wielka płyta,2024-01-16,"Ernsta Wiecherta, Jaroty, Olsztyn, warmińsko-mazurskie",20.5071431,53.7385942
Dwupokojowe Jaroty ul. Popiełuszki,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Jaroty, Olsztyn, warmińsko-mazurskie",355000.0,12241,2 pokoje,29.0,29 m²,/pl/oferta/dwupokojowe-jaroty-ul-popieluszki-ID4o2zK,29 m²,pełna własność,2,do zamieszkania,2/3,balkon,399 zł,Zapytaj,Zapytaj,miejskie,wtórny,prywatny,brak informacji,2012,blok,plastikowe,nie,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, pralka",piwnica,brak informacji,2024-01-16,"ks. Jerzego Popiełuszki, Jaroty, Olsztyn, warmińsko-mazurskie",20.4767427,53.7343966
"Mieszkanie 3 pokoje, po remoncie, zabudowy, agd","Mieszkanie na sprzedaż: Podleśna, Olsztyn, warmińsko-mazurskie",455000.0,9619,3 pokoje,47.3,"47,3 m²",/pl/oferta/mieszkanie-3-pokoje-po-remoncie-zabudowy-agd-ID4oGug,"47,3 m²",pełna własność,3,do zamieszkania,1/4,balkon,610 zł,Zapytaj,Zapytaj,miejskie,wtórny,prywatny,brak informacji,1970,blok,plastikowe,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia",cegła,2024-01-16,"Podleśna, Olsztyn, warmińsko-mazurskie",20.505647173153484,53.80631185
"Osiedle Aurora, M65, widok na teren zielony","Mieszkanie na sprzedaż: ul. Franciszka Barcza 50, Nagórki, Olsztyn, warmińsko-mazurskie",827820.0,9000,5 pokoi,91.98,Inwestycja deweloperska,/pl/oferta/osiedle-aurora-m65-widok-na-teren-zielony-ID4evWl,"91,98 m²",pełna własność,5,do wykończenia,1/6,balkon,Zapytaj,garaż/miejsce parkingowe,Film,Zapytaj,pierwotny,deweloper,brak informacji,2023,blok,brak informacji,tak,"internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,oddzielna kuchnia,brak informacji,2024-01-16,"Franciszka Barcza 50, Nagórki, Olsztyn, warmińsko-mazurskie",20.50443714430434,53.74716695
Apartamenty Wyzwolenia | apartament nr 94,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",542880.0,13000,2 pokoje,41.76,Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-94-ID4nyyE,"41,76 m²",pełna własność,2,do wykończenia,6/7,Zapytaj,Zapytaj,garaż/miejsce parkingowe,tak,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,2024-01-16,"Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4788715,53.7787175
Mieszkanie inwestycyjne - Podgrodzie Olsztyn,"Mieszkanie na sprzedaż: Podgrodzie, Olsztyn, warmińsko-mazurskie",266000.0,6650,2 pokoje,40.0,Biuro nieruchomości,/pl/oferta/mieszkanie-inwestycyjne-podgrodzie-olsztyn-ID4oqP7,40 m²,pełna własność,2,do zamieszkania,4/5,Zapytaj,380 zł,Zapytaj,Zapytaj,elektryczne,wtórny,biuro nieruchomości ,brak informacji,1930,kamienica,plastikowe,nie,"internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon","lodówka, piekarnik, kuchenka, pralka",piwnica,cegła,2024-01-16,"Podgrodzie, Olsztyn, warmińsko-mazurskie",20.47092289876761,53.76555245
Mieszkanie na parterze - Osiedle Belweder,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki 10, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",480000.0,8000,2 pokoje,60.0,60 m²,/pl/oferta/mieszkanie-na-parterze-osiedle-belweder-ID4mVx4,60 m²,Zapytaj,2,do zamieszkania,parter/3,balkon,Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,prywatny,brak informacji,2009,kamienica,plastikowe,nie,brak informacji,"teren zamknięty, domofon / wideofon","lodówka, piekarnik, kuchenka, pralka",piwnica,brak informacji,2024-01-16,"ks. Jerzego Popiełuszki 10, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4788259,53.7391123
Mieszkanie 3 pokojowe Nagórki,"Mieszkanie na sprzedaż: ul. Stanisława Murzynowskiego, Nagórki, Olsztyn, warmińsko-mazurskie",495000.0,8195,3 pokoje,60.4,"60,4 m²",/pl/oferta/mieszkanie-3-pokojowe-nagorki-ID4oGsb,"60,4 m²",spółdzielcze wł. prawo do lokalu,3,do zamieszkania,9/11,balkon,520 zł,Zapytaj,Zapytaj,miejskie,wtórny,prywatny,brak informacji,1982,blok,plastikowe,tak,"telewizja kablowa, internet",domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia, pom. użytkowe",wielka płyta,2024-01-16,"Stanisława Murzynowskiego, Nagórki, Olsztyn, warmińsko-mazurskie",20.5009402,53.7552867
"luksusowy apartament w Olsztynie, okazja, OSTATNI","Mieszkanie na sprzedaż: ul. Grunwaldzka 14a, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",1999000.0,12340,4 pokoje,162.0,162 m²,/pl/oferta/luksusowy-apartament-w-olsztynie-okazja-ostatni-ID4ezbU,162 m²,pełna własność,4,do wykończenia,1/7,"balkon, ogródek, taras",1 830 zł,garaż/miejsce parkingowe,Zapytaj,inne,pierwotny,prywatny,brak informacji,2015,apartamentowiec,drewniane,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,"klimatyzacja, oddzielna kuchnia, dwupoziomowe, pom. użytkowe",cegła,2024-01-16,"Grunwaldzka 14a, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",,
Prestiżowy apartament nad Jeziorem,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",1337424.0,14900,3 pokoje,89.76,Biuro nieruchomości,/pl/oferta/prestizowy-apartament-nad-jeziorem-ID4nPIc,"89,76 m²",pełna własność,3,do wykończenia,5/6,Zapytaj,700 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,2023,apartamentowiec,brak informacji,tak,brak informacji,monitoring / ochrona,brak informacji,brak informacji,cegła,2024-01-16,"Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",20.4652774,53.7781508
APARTAMENT 107m2 1 PIĘTRO CENTRUM ul. Wyzwolenia 9,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",799000.0,7467,4 pokoje,107.0,107 m²,/pl/oferta/apartament-107m2-1-pietro-centrum-ul-wyzwolenia-9-ID4ifqY,107 m²,pełna własność,4,do zamieszkania,1/3,balkon,670 zł,Zapytaj,Zapytaj,gazowe,wtórny,prywatny,brak informacji,1910,kamienica,plastikowe,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",cegła,2024-01-16,"Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4788715,53.7787175
Apartament przy lesie Miejskim - Hynka,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",412000.0,9985,2 pokoje,41.26,Biuro nieruchomości,/pl/oferta/apartament-przy-lesie-miejskim-hynka-ID4ojpY,"41,26 m²",pełna własność,2,do zamieszkania,2/4,balkon,350 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,2017,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia",silikat,2024-01-16,"Śródmieście, Olsztyn, warmińsko-mazurskie",20.479841247382936,53.777882700000006
Barcza 10 - dwa pokoje i kuchnia po remoncie,"Mieszkanie na sprzedaż: ul. Franciszka Barcza, Nagórki, Olsztyn, warmińsko-mazurskie",429000.0,8809,2 pokoje,48.7,Biuro nieruchomości,/pl/oferta/barcza-10-dwa-pokoje-i-kuchnia-po-remoncie-ID4oGjU,"48,7 m²",pełna własność,2,Zapytaj,parter/4,balkon,459 zł,garaż/miejsce parkingowe,tak,miejskie,wtórny,biuro nieruchomości ,brak informacji,1981,blok,drewniane,nie,internet,domofon / wideofon,"zmywarka, piekarnik",piwnica,wielka płyta,2024-01-16,"Franciszka Barcza, Nagórki, Olsztyn, warmińsko-mazurskie",20.5040556,53.7497739
Mieszkanie z balkonem i strychem - ul. Kiemliczów,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",560000.0,7000,3 pokoje,80.0,Inwestycja deweloperska,/pl/oferta/mieszkanie-z-balkonem-i-strychem-ul-kiemliczow-ID4o6uS,80 m²,pełna własność,3,do wykończenia,1/1,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,gazowe,pierwotny,deweloper,brak informacji,2025,apartamentowiec,plastikowe,nie,internet,"system alarmowy, teren zamknięty",brak informacji,pom. użytkowe,beton komórkowy,2024-01-16,"Gutkowo, Olsztyn, warmińsko-mazurskie",20.400654230051003,53.7997465
A.12 2-pokojowy apartament przy jeziorze Ukiel,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",675270.0,18495,2 pokoje,36.51,Inwestycja deweloperska,/pl/oferta/a-12-2-pokojowy-apartament-przy-jeziorze-ukiel-ID4nxui,"36,51 m²",pełna własność,2,do wykończenia,parter/2,"ogródek, taras",Zapytaj,Zapytaj,Zapytaj,Zapytaj,pierwotny,deweloper,brak informacji,2024,apartamentowiec,plastikowe,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",brak informacji,brak informacji,brak informacji,2024-01-16,"Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",20.4365504,53.7698795
UMOWA PRZEDWSTĘPNA - 2 pokoje nad Jeziorem Długim,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",455000.0,12405,2 pokoje,36.68,"36,68 m²",/pl/oferta/umowa-przedwstepna-2-pokoje-nad-jeziorem-dlugim-ID4o5xT,"36,68 m²",pełna własność,2,do zamieszkania,4/5,balkon,550 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,prywatny,brak informacji,2010,blok,drewniane,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,cegła,2024-01-16,"Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",20.4652774,53.7781508
"Mieszkanie, 3 pokoje, Olsztyn, osiedle Podleśna","Mieszkanie na sprzedaż: ul. Chełmińska, Podleśna, Olsztyn, warmińsko-mazurskie",420000.0,6462,3 pokoje,65.0,65 m²,/pl/oferta/mieszkanie-3-pokoje-olsztyn-osiedle-podlesna-ID4od8M,65 m²,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,2/2,balkon,Zapytaj,Zapytaj,tak,miejskie,wtórny,prywatny,brak informacji,1986,blok,plastikowe,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,"piwnica, oddzielna kuchnia",wielka płyta,2024-01-16,"Chełmińska, Podleśna, Olsztyn, warmińsko-mazurskie",20.4974383,53.7964749
"Małeckiego - duży pokój, kuchnia z oknem, piwnica","Mieszkanie na sprzedaż: ul. Antoniego Małeckiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",229000.0,8808,1 pokój,26.0,Biuro nieruchomości,/pl/oferta/maleckiego-duzy-pokoj-kuchnia-z-oknem-piwnica-ID4oGdb,26 m²,Zapytaj,1,Zapytaj,4/4,Zapytaj,307 zł,Zapytaj,tak,miejskie,wtórny,biuro nieruchomości ,brak informacji,1,blok,plastikowe,nie,internet,domofon / wideofon,brak informacji,piwnica,wielka płyta,2024-01-16,"Antoniego Małeckiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",,
Idealne na start! Idealne pod kredyt 2% Dworcowa 9,"Mieszkanie na sprzedaż: ul. Dworcowa, Pojezierze, Olsztyn, warmińsko-mazurskie",319000.0,8368,2 pokoje,38.12,Biuro nieruchomości,/pl/oferta/idealne-na-start-idealne-pod-kredyt-2-dworcowa-9-ID4o7iV,"38,12 m²",pełna własność,2,do zamieszkania,1/4,Zapytaj,400 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1955,blok,plastikowe,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,"lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",cegła,2024-01-16,"Dworcowa, Pojezierze, Olsztyn, warmińsko-mazurskie",20.5008241,53.7801885
Atrakcyjne 2-poziomowe z 3 balkonami-świetny punkt,"Mieszkanie na sprzedaż: ul. Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",749000.0,8740,4 pokoje,85.7,Biuro nieruchomości,/pl/oferta/atrakcyjne-2-poziomowe-z-3-balkonami-swietny-punkt-ID4lJgD,"85,7 m²",pełna własność,4,do zamieszkania,3/4,balkon,547 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,2008,blok,plastikowe,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka","piwnica, pom. użytkowe",pustak,2024-01-16,"Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",20.49135,53.7395695
"Prestiżowy apartament, wysoki standard, winda","Mieszkanie na sprzedaż: ul. ks. Roberta Bilitewskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",810000.0,11248,3 pokoje,72.01,Biuro nieruchomości,/pl/oferta/prestizowy-apartament-wysoki-standard-winda-ID4oGaj,"72,01 m²",pełna własność,3,do zamieszkania,5/6,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,brak informacji,2018,brak informacji,brak informacji,nie,brak informacji,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",piwnica,brak informacji,2024-01-16,"ks. Roberta Bilitewskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4751569,53.7363218
Mieszkanie Jagiełły Park w Olsztynku!,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",435000.0,8481,3 pokoje,51.29,"51,29 m²",/pl/oferta/mieszkanie-jagielly-park-w-olsztynku-ID4oyMl,"51,29 m²",pełna własność,3,do zamieszkania,2/2,balkon,300 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,pierwotny,prywatny,brak informacji,2024,blok,plastikowe,nie,brak informacji,teren zamknięty,"zmywarka, lodówka, piekarnik, kuchenka",brak informacji,cegła,2024-01-16,"Śródmieście, Olsztyn, warmińsko-mazurskie",20.479841247382936,53.777882700000006
"Nowe Mieszkanie w Olsztynku! Bez podatku, bez PCC!","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",425000.0,8558,3 pokoje,49.66,"49,66 m²",/pl/oferta/nowe-mieszkanie-w-olsztynku-bez-podatku-bez-pcc-ID4oyLB,"49,66 m²",pełna własność,3,do zamieszkania,1/2,balkon,300 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,pierwotny,prywatny,brak informacji,2023,blok,plastikowe,nie,brak informacji,"teren zamknięty, domofon / wideofon","zmywarka, lodówka, piekarnik, kuchenka",brak informacji,cegła,2024-01-16,"Śródmieście, Olsztyn, warmińsko-mazurskie",20.479841247382936,53.777882700000006
Mieszkanie poddasze gotowe 37m 2 pok Os. Generałów,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",440000.0,11927,2 pokoje,36.89,"36,89 m²",/pl/oferta/mieszkanie-poddasze-gotowe-37m-2-pok-os-generalow-ID4o5sY,"36,89 m²",pełna własność,2,do zamieszkania,3/3,"balkon, taras",Zapytaj,Zapytaj,Zapytaj,miejskie,wtórny,prywatny,brak informacji,brak informacji,blok,brak informacji,nie,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,piwnica,brak informacji,2024-01-16,"ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4788259,53.7391123
Mieszkanie 3 pokoje świetna lokalizacja Olsztyn,"Mieszkanie na sprzedaż: ul. Mieczysława Orłowicza 10, Nagórki, Olsztyn, warmińsko-mazurskie",410000.0,6788,3 pokoje,60.4,Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-swietna-lokalizacja-olsztyn-ID4oacl,"60,4 m²",spółdzielcze wł. prawo do lokalu,3,do zamieszkania,2/11,balkon,820 zł,Zapytaj,Wirtualny spacer,miejskie,wtórny,biuro nieruchomości ,brak informacji,1979,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",wielka płyta,2024-01-16,"Mieczysława Orłowicza 10, Nagórki, Olsztyn, warmińsko-mazurskie",20.4920315,53.754372599999996
Mieszkanie 3 pokoje Pieczewo Olsztyn,"Mieszkanie na sprzedaż: ul. Władysława Gębika 59, Pieczewo, Olsztyn, warmińsko-mazurskie",549000.0,8318,3 pokoje,66.0,Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-pieczewo-olsztyn-ID4ordK,66 m²,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,2/4,balkon,767 zł,Zapytaj,Wirtualny spacer,miejskie,wtórny,biuro nieruchomości ,brak informacji,1996,blok,plastikowe,nie,"telewizja kablowa, internet, telefon","system alarmowy, domofon / wideofon, rolety antywłamaniowe","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",cegła,2024-01-16,"Władysława Gębika 59, Pieczewo, Olsztyn, warmińsko-mazurskie",20.513795092366415,53.7362221
Warszawska99 | mieszkanie 3-pok. | 8,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",655992.0,10800,3 pokoje,60.74,Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-3-pok-8-ID4nu6J,"60,74 m²",pełna własność,3,do wykończenia,1/6,taras,Zapytaj,garaż/miejsce parkingowe,Zapytaj,inne,inne,inne,inne,inne,inne,inne,inne,inne,inne,inne,inne,inne,2024-01-16,"Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",20.457657,53.7439958
Sprzedam mieszkanie 2 pokoje 37m2 Olsztyn Dworcowa,"Mieszkanie na sprzedaż: ul. Dworcowa 16, Pojezierze, Olsztyn, warmińsko-mazurskie",330000.0,8871,2 pokoje,37.2,"37,2 m²",/pl/oferta/sprzedam-mieszkanie-2-pokoje-37m2-olsztyn-dworcowa-ID4otJu,"37,2 m²",spółdzielcze wł. prawo do lokalu,2,do zamieszkania,6/9,balkon,295 zł,Zapytaj,Zapytaj,miejskie,wtórny,prywatny,brak informacji,brak informacji,blok,plastikowe,tak,brak informacji,brak informacji,brak informacji,piwnica,brak informacji,2024-01-16,"Dworcowa 16, Pojezierze, Olsztyn, warmińsko-mazurskie",20.498737460057,53.78022935
"42 m2, 2 pokoje, 1 piętro. Witosa. Blisko las","Mieszkanie na sprzedaż: ul. Wincentego Witosa, Jaroty, Olsztyn, warmińsko-mazurskie",394000.0,9570,2 pokoje,41.17,"41,17 m²",/pl/oferta/42-m2-2-pokoje-1-pietro-witosa-blisko-las-ID4oFXf,"41,17 m²",pełna własność,2,do zamieszkania,1/4,balkon,550 zł,Zapytaj,Zapytaj,Zapytaj,wtórny,prywatny,brak informacji,2001,blok,plastikowe,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica, oddzielna kuchnia, pom. użytkowe",silikat,2024-01-16,"Wincentego Witosa, Jaroty, Olsztyn, warmińsko-mazurskie",20.5077298,53.7361808
"Mieszkanie blisko centrum. Antresola, garderoba.","Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",639000.0,9397,3 pokoje,68.0,68 m²,/pl/oferta/mieszkanie-blisko-centrum-antresola-garderoba-ID4o4P7,68 m²,pełna własność,3,do zamieszkania,3/3,Zapytaj,270 zł,Zapytaj,Zapytaj,gazowe,wtórny,prywatny,brak informacji,1928,kamienica,plastikowe,nie,"telewizja kablowa, internet",domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",piwnica,cegła,2024-01-16,"Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",20.4943042,53.7827514
"2-pokojowe mieszkanie z balkonem, Jaroty","Mieszkanie na sprzedaż: ul. Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",369000.0,8794,2 pokoje,41.96,Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-z-balkonem-jaroty-ID4okrw,"41,96 m²",pełna własność,2,do zamieszkania,2/4,balkon,460 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1996,blok,brak informacji,nie,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia, pom. użytkowe",pustak,2024-01-16,"Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",20.49135,53.7395695
3 pokojowe mieszkanie po generalnym remoncie!,"Mieszkanie na sprzedaż: ul. Ignacego Paderewskiego, Podleśna, Olsztyn, warmińsko-mazurskie",415000.0,8585,3 pokoje,48.34,"48,34 m²",/pl/oferta/3-pokojowe-mieszkanie-po-generalnym-remoncie-ID4nJgl,"48,34 m²",pełna własność,3,do zamieszkania,2,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,prywatny,brak informacji,brak informacji,blok,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,cegła,2024-01-16,"Ignacego Paderewskiego, Podleśna, Olsztyn, warmińsko-mazurskie",20.4938427,53.7878352
"48,5 m2 -przestronne 2 pokoje z dużym balkonem","Mieszkanie na sprzedaż: ul. Kardynała Stanisława Hozjusza, Redykajny, Olsztyn, warmińsko-mazurskie",429000.0,8845,2 pokoje,48.5,"48,5 m²",/pl/oferta/48-5-m2-przestronne-2-pokoje-z-duzym-balkonem-ID4oy48,"48,5 m²",pełna własność,2,do zamieszkania,2/3,balkon,Zapytaj,Zapytaj,Zapytaj,kotłownia,wtórny,prywatny,brak informacji,1998,blok,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,inny,2024-01-16,"Kardynała Stanisława Hozjusza, Redykajny, Olsztyn, warmińsko-mazurskie",20.4388763,53.8101247
